cty,Name,Fraction_Married_rP_gP_pall
cty47037,"Davidson County, TN",0.3903
cty01053,"Escambia County, AL",0.3901
cty34001,"Atlantic County, NJ",0.3898
cty38079,"Rolette County, ND",0.3887
cty05119,"Pulaski County, AR",0.3887
cty29133,"Mississippi County, MO",0.3887
cty22097,"St. Landry Parish, LA",0.3887
cty05103,"Ouachita County, AR",0.3882
cty35049,"Santa Fe County, NM",0.3878
cty48355,"Nueces County, TX",0.3877
cty32003,"Clark County, NV",0.3877
cty13277,"Tift County, GA",0.3876
cty02240,"Southeast Fairbanks Census Area, AK",0.3876
cty22121,"West Baton Rouge Parish, LA",0.3873
cty35029,"Luna County, NM",0.3871
cty01023,"Choctaw County, AL",0.3867
cty51033,"Caroline County, VA",0.3865
cty28007,"Attala County, MS",0.3861
cty13175,"Laurens County, GA",0.3856
cty02090,"Fairbanks North Star Borough, AK",0.3854
cty13035,"Butts County, GA",0.3854
cty06075,"San Francisco County, CA",0.3853
cty37041,"Chowan County, NC",0.3853
cty02122,"Kenai Peninsula Borough, AK",0.385
cty22119,"Webster Parish, LA",0.3845
cty13065,"Clinch County, GA",0.3844
cty72051,"Dorado Municipio, PR",0.3838
cty37117,"Martin County, NC",0.3836
cty37047,"Columbus County, NC",0.3835
cty37077,"Granville County, NC",0.3834
cty28023,"Clarke County, MS",0.3834
cty45025,"Chesterfield County, SC",0.3832
cty72119,"Rio Grande Municipio, PR",0.383
cty45087,"Union County, SC",0.3828
cty13285,"Troup County, GA",0.3822
cty02130,"Ketchikan Gateway Borough, AK",0.3819
cty45047,"Greenwood County, SC",0.3818
cty22079,"Rapides Parish, LA",0.3815
cty17031,"Cook County, IL",0.3808
cty05147,"Woodruff County, AR",0.3804
cty02020,"Anchorage Municipality, AK",0.3802
cty13159,"Jasper County, GA",0.3802
cty13317,"Wilkes County, GA",0.3802
cty08079,"Mineral County, CO",0.3801
cty22045,"Iberia Parish, LA",0.3799
cty13017,"Ben Hill County, GA",0.3799
cty24019,"Dorchester County, MD",0.3799
cty13109,"Evans County, GA",0.3798
cty05001,"Arkansas County, AR",0.3794
cty35055,"Taos County, NM",0.3793
cty05073,"Lafayette County, AR",0.3788
cty51510,"Alexandria city, VA",0.3788
cty45041,"Florence County, SC",0.378
cty34011,"Cumberland County, NJ",0.3777
cty51620,"Franklin city, VA",0.3777
cty36081,"Queens County, NY",0.3774
cty22095,"St. John the Baptist Parish, LA",0.3771
cty22099,"St. Martin Parish, LA",0.3771
cty28153,"Wayne County, MS",0.3766
cty12023,"Columbia County, FL",0.3766
cty13201,"Miller County, GA",0.3765
cty13127,"Glynn County, GA",0.3761
cty01005,"Barbour County, AL",0.3759
cty51800,"Suffolk city, VA",0.3758
cty35033,"Mora County, NM",0.3752
cty35006,"Cibola County, NM",0.375
cty35053,"Socorro County, NM",0.3749
cty45085,"Sumter County, SC",0.3746
cty01121,"Talladega County, AL",0.3746
cty22073,"Ouachita Parish, LA",0.3742
cty35019,"Guadalupe County, NM",0.3736
cty22027,"Claiborne Parish, LA",0.3734
cty37153,"Richmond County, NC",0.373
cty48405,"San Augustine County, TX",0.3728
cty48109,"Culberson County, TX",0.3727
cty12095,"Orange County, FL",0.3722
cty17153,"Pulaski County, IL",0.3721
cty37051,"Cumberland County, NC",0.3719
cty12099,"Palm Beach County, FL",0.3719
cty12107,"Putnam County, FL",0.3719
cty51540,"Charlottesville city, VA",0.3719
cty28097,"Montgomery County, MS",0.3718
cty28079,"Leake County, MS",0.3717
cty01025,"Clarke County, AL",0.3716
cty51053,"Dinwiddie County, VA",0.3711
cty28075,"Lauderdale County, MS",0.3709
cty48395,"Robertson County, TX",0.3708
cty13179,"Liberty County, GA",0.3708
cty48113,"Dallas County, TX",0.3704
cty13271,"Telfair County, GA",0.37
cty13183,"Long County, GA",0.37
cty01073,"Jefferson County, AL",0.3699
cty48061,"Cameron County, TX",0.3696
cty28087,"Lowndes County, MS",0.3694
cty13087,"Decatur County, GA",0.3693
cty01107,"Pickens County, AL",0.3689
cty22069,"Natchitoches Parish, LA",0.3688
cty12031,"Duval County, FL",0.368
cty13171,"Lamar County, GA",0.3679
cty22125,"West Feliciana Parish, LA",0.3678
cty48311,"McMullen County, TX",0.3677
cty48215,"Hidalgo County, TX",0.3671
cty45043,"Georgetown County, SC",0.367
cty01109,"Pike County, AL",0.3669
cty02170,"Matanuska-Susitna Borough, AK",0.3667
cty22041,"Franklin Parish, LA",0.3666
cty22029,"Concordia Parish, LA",0.3665
cty13269,"Taylor County, GA",0.3665
cty51700,"Newport News city, VA",0.3664
cty22013,"Bienville Parish, LA",0.3664
cty72109,"Patillas Municipio, PR",0.3664
cty22077,"Pointe Coupee Parish, LA",0.3662
cty28105,"Oktibbeha County, MS",0.3658
cty37195,"Wilson County, NC",0.3656
cty28035,"Forrest County, MS",0.3651
cty06037,"Los Angeles County, CA",0.3649
cty22033,"East Baton Rouge Parish, LA",0.3645
cty48489,"Willacy County, TX",0.3645
cty37079,"Greene County, NC",0.3643
cty51770,"Roanoke city, VA",0.3642
cty13197,"Marion County, GA",0.364
cty04023,"Santa Cruz County, AZ",0.3638
cty35031,"McKinley County, NM",0.3633
cty05095,"Monroe County, AR",0.3633
cty12051,"Hendry County, FL",0.3621
cty01097,"Mobile County, AL",0.3617
cty37063,"Durham County, NC",0.3616
cty45049,"Hampton County, SC",0.3616
cty51650,"Hampton city, VA",0.3614
cty51036,"Charles City County, VA",0.3614
cty12111,"St. Lucie County, FL",0.3612
cty12037,"Franklin County, FL",0.3612
cty20209,"Wyandotte County, KS",0.3609
cty02150,"Kodiak Island Borough, AK",0.3606
cty28147,"Walthall County, MS",0.3599
cty22083,"Richland Parish, LA",0.359
cty22031,"De Soto Parish, LA",0.3585
cty06025,"Imperial County, CA",0.358
cty28123,"Scott County, MS",0.358
cty08031,"Denver County, CO",0.3577
cty37187,"Washington County, NC",0.3574
cty22037,"East Feliciana Parish, LA",0.3574
cty13255,"Spalding County, GA",0.3573
cty02261,"Valdez-Cordova Census Area, AK",0.3571
cty45037,"Edgefield County, SC",0.3571
cty12011,"Broward County, FL",0.3566
cty13251,"Screven County, GA",0.3565
cty26163,"Wayne County, MI",0.3554
cty51670,"Hopewell city, VA",0.355
cty45019,"Charleston County, SC",0.3549
cty13283,"Treutlen County, GA",0.3548
cty13027,"Brooks County, GA",0.3546
cty13059,"Clarke County, GA",0.3545
cty45011,"Barnwell County, SC",0.3535
cty51183,"Sussex County, VA",0.3534
cty28017,"Chickasaw County, MS",0.3533
cty48047,"Brooks County, TX",0.3531
cty29155,"Pemiscot County, MO",0.3531
cty01037,"Coosa County, AL",0.3526
cty37017,"Bladen County, NC",0.3519
cty47047,"Fayette County, TN",0.3516
cty13009,"Baldwin County, GA",0.3512
cty01091,"Marengo County, AL",0.3511
cty28161,"Yalobusha County, MS",0.3507
cty28149,"Warren County, MS",0.3502
cty48479,"Webb County, TX",0.35
cty45029,"Colleton County, SC",0.35
cty72035,"Cayey Municipio, PR",0.3498
cty45031,"Darlington County, SC",0.3496
cty13225,"Peach County, GA",0.3487
cty45079,"Richland County, SC",0.348
cty47069,"Hardeman County, TN",0.348
cty47095,"Lake County, TN",0.348
cty51131,"Northampton County, VA",0.3479
cty13007,"Baker County, GA",0.3475
cty13319,"Wilkinson County, GA",0.3472
cty28043,"Grenada County, MS",0.3464
cty48131,"Duval County, TX",0.3462
cty22117,"Washington Parish, LA",0.3455
cty34017,"Hudson County, NJ",0.3453
cty48163,"Frio County, TX",0.3453
cty37107,"Lenoir County, NC",0.3451
cty02220,"Sitka City and Borough, AK",0.3449
cty72037,"Ceiba Municipio, PR",0.344
cty12065,"Jefferson County, FL",0.3439
cty05041,"Desha County, AR",0.3432
cty13189,"McDuffie County, GA",0.3416
cty13199,"Meriwether County, GA",0.341
cty51081,"Greensville County, VA",0.3408
cty05093,"Mississippi County, AR",0.3394
cty01013,"Butler County, AL",0.3392
cty45023,"Chester County, SC",0.3388
cty51025,"Brunswick County, VA",0.3385
cty13235,"Pulaski County, GA",0.3384
cty48507,"Zavala County, TX",0.3381
cty35039,"Rio Arriba County, NM",0.3379
cty22107,"Tensas Parish, LA",0.3371
cty48127,"Dimmit County, TX",0.3371
cty72055,"Guanica Municipio, PR",0.3369
cty51590,"Danville city, VA",0.3369
cty28009,"Benton County, MS",0.3364
cty13051,"Chatham County, GA",0.3342
cty13237,"Putnam County, GA",0.3335
cty34013,"Essex County, NJ",0.3333
cty13121,"Fulton County, GA",0.3332
cty45027,"Clarendon County, SC",0.3332
cty13307,"Webster County, GA",0.3331
cty01035,"Conecuh County, AL",0.3322
cty13303,"Washington County, GA",0.3319
cty28061,"Jasper County, MS",0.3318
cty13261,"Sumter County, GA",0.3315
cty48247,"Jim Hogg County, TX",0.3301
cty13133,"Greene County, GA",0.3297
cty72139,"Trujillo Alto Municipio, PR",0.3285
cty13215,"Muscogee County, GA",0.3277
cty13165,"Jenkins County, GA",0.3246
cty72125,"San German Municipio, PR",0.3244
cty13253,"Seminole County, GA",0.3241
cty13081,"Crisp County, GA",0.3238
cty37007,"Anson County, NC",0.3237
cty12079,"Madison County, FL",0.3237
cty22047,"Iberville Parish, LA",0.3236
cty35047,"San Miguel County, NM",0.3231
cty28001,"Adams County, MS",0.3229
cty28159,"Winston County, MS",0.3227
cty13021,"Bibb County, GA",0.3225
cty28029,"Copiah County, MS",0.3224
cty01101,"Montgomery County, AL",0.3221
cty22017,"Caddo Parish, LA",0.3215
cty17003,"Alexander County, IL",0.3212
cty72081,"Lares Municipio, PR",0.3212
cty45017,"Calhoun County, SC",0.3211
cty28055,"Issaquena County, MS",0.3206
cty01113,"Russell County, AL",0.3203
cty36047,"Kings County, NY",0.3201
cty37083,"Halifax County, NC",0.3199
cty13289,"Twiggs County, GA",0.3194
cty05069,"Jefferson County, AR",0.3192
cty04001,"Apache County, AZ",0.3187
cty28113,"Pike County, MS",0.3187
cty46041,"Dewey County, SD",0.3179
cty13287,"Turner County, GA",0.3166
cty13033,"Burke County, GA",0.3166
cty37015,"Bertie County, NC",0.3144
cty01017,"Chambers County, AL",0.3142
cty13163,"Jefferson County, GA",0.314
cty13193,"Macon County, GA",0.3126
cty05035,"Crittenden County, AR",0.3123
cty12086,"Miami-Dade County, FL",0.3104
cty22081,"Red River Parish, LA",0.3092
cty22067,"Morehouse Parish, LA",0.3078
cty28069,"Kemper County, MS",0.3073
cty48261,"Kenedy County, TX",0.3062
cty46017,"Buffalo County, SD",0.306
cty25025,"Suffolk County, MA",0.3053
cty51690,"Martinsville city, VA",0.3053
cty72057,"Guayama Municipio, PR",0.3043
cty47157,"Shelby County, TN",0.3024
cty72137,"Toa Baja Municipio, PR",0.302
cty51710,"Norfolk city, VA",0.3013
cty13245,"Richmond County, GA",0.301
cty13063,"Clayton County, GA",0.3007
cty28093,"Marshall County, MS",0.3004
cty37165,"Scotland County, NC",0.3001
cty28011,"Bolivar County, MS",0.3001
cty72021,"Bayamon Municipio, PR",0.2992
cty37155,"Robeson County, NC",0.2984
cty37131,"Northampton County, NC",0.2972
cty28107,"Panola County, MS",0.2965
cty37185,"Warren County, NC",0.2961
cty51740,"Portsmouth city, VA",0.2961
cty13093,"Dooly County, GA",0.2958
cty13205,"Mitchell County, GA",0.2953
cty37093,"Hoke County, NC",0.2943
cty72101,"Morovis Municipio, PR",0.2941
cty72047,"Corozal Municipio, PR",0.2939
cty05123,"St. Francis County, AR",0.2935
cty48283,"La Salle County, TX",0.2925
cty28065,"Jefferson Davis County, MS",0.2917
cty28025,"Clay County, MS",0.2916
cty02016,"Aleutians West Census Area, AK",0.2913
cty45033,"Dillon County, SC",0.2906
cty13099,"Early County, GA",0.2906
cty36061,"New York County, NY",0.2904
cty42101,"Philadelphia County, PA",0.2896
cty37181,"Vance County, NC",0.2893
cty51595,"Emporia city, VA",0.2881
cty28049,"Hinds County, MS",0.2867
cty45075,"Orangeburg County, SC",0.2861
cty45009,"Bamberg County, SC",0.286
cty24033,"Prince George's County, MD",0.2847
cty37091,"Hertford County, NC",0.2844
cty13191,"McIntosh County, GA",0.2844
cty28163,"Yazoo County, MS",0.284
cty72061,"Guaynabo Municipio, PR",0.2828
cty45039,"Fairfield County, SC",0.2824
cty38085,"Sioux County, ND",0.2803
cty45065,"McCormick County, SC",0.2798
cty72031,"Carolina Municipio, PR",0.2789
cty13265,"Taliaferro County, GA",0.2778
cty01065,"Hale County, AL",0.2772
cty72127,"San Juan Municipio, PR",0.2769
cty45053,"Jasper County, SC",0.2766
cty05017,"Chicot County, AR",0.2754
cty02105,"Hoonah-Angoon Census Area, AK",0.2747
cty72001,"Adjuntas Municipio, PR",0.2739
cty28157,"Wilkinson County, MS",0.2738
cty13239,"Quitman County, GA",0.273
cty72025,"Caguas Municipio, PR",0.2728
cty28125,"Sharkey County, MS",0.2724
cty45069,"Marlboro County, SC",0.272
cty47075,"Haywood County, TN",0.2716
cty72113,"Ponce Municipio, PR",0.2716
cty02282,"Yakutat City and Borough, AK",0.2703
cty72011,"Anasco Municipio, PR",0.2692
cty72023,"Cabo Rojo Municipio, PR",0.2678
cty45067,"Marion County, SC",0.2676
cty05077,"Lee County, AR",0.2657
cty13089,"DeKalb County, GA",0.2652
cty72111,"Penuelas Municipio, PR",0.265
cty37065,"Edgecombe County, NC",0.262
cty45089,"Williamsburg County, SC",0.2603
cty45061,"Lee County, SC",0.2597
cty13259,"Stewart County, GA",0.2565
cty28103,"Noxubee County, MS",0.2559
cty22091,"St. Helena Parish, LA",0.2557
cty13263,"Talbot County, GA",0.255
cty13095,"Dougherty County, GA",0.255
cty02198,"Prince of Wales-Hyder Census Area, AK",0.2547
cty29510,"St. Louis city, MO",0.2537
cty72099,"Moca Municipio, PR",0.253
cty13061,"Clay County, GA",0.2523
cty72135,"Toa Alta Municipio, PR",0.2515
cty01047,"Dallas County, AL",0.251
cty13301,"Warren County, GA",0.2498
cty72029,"Canovanas Municipio, PR",0.2492
cty22065,"Madison Parish, LA",0.2492
cty72133,"Santa Isabel Municipio, PR",0.2482
cty72043,"Coamo Municipio, PR",0.2475
cty72065,"Hatillo Municipio, PR",0.2455
cty46121,"Todd County, SD",0.2436
cty72153,"Yauco Municipio, PR",0.2436
cty72129,"San Lorenzo Municipio, PR",0.2424
cty72085,"Las Piedras Municipio, PR",0.2422
cty55078,"Menominee County, WI",0.2396
cty01131,"Wilcox County, AL",0.2364
cty05107,"Phillips County, AR",0.2354
cty72075,"Juana Diaz Municipio, PR",0.2354
cty02013,"Aleutians East Borough, AK",0.235
cty02185,"North Slope Borough, AK",0.2332
cty72117,"Rincon Municipio, PR",0.2329
cty28151,"Washington County, MS",0.2311
cty28135,"Tallahatchie County, MS",0.2294
cty72069,"Humacao Municipio, PR",0.229
cty28027,"Coahoma County, MS",0.2287
cty72033,"Catano Municipio, PR",0.2275
cty12039,"Gadsden County, FL",0.227
cty72123,"Salinas Municipio, PR",0.2236
cty72019,"Barranquitas Municipio, PR",0.2236
cty72079,"Lajas Municipio, PR",0.2226
cty36005,"Bronx County, NY",0.2223
cty72089,"Luquillo Municipio, PR",0.2215
cty28083,"Leflore County, MS",0.2211
cty13243,"Randolph County, GA",0.221
cty72041,"Cidra Municipio, PR",0.2201
cty13037,"Calhoun County, GA",0.2173
cty51760,"Richmond city, VA",0.2148
cty28051,"Holmes County, MS",0.2137
cty72013,"Arecibo Municipio, PR",0.2136
cty28133,"Sunflower County, MS",0.2135
cty72149,"Villalba Municipio, PR",0.2129
cty13273,"Terrell County, GA",0.2126
cty02290,"Yukon-Koyukuk Census Area, AK",0.2122
cty22071,"Orleans Parish, LA",0.2122
cty28119,"Quitman County, MS",0.2085
cty72063,"Gurabo Municipio, PR",0.2084
cty72053,"Fajardo Municipio, PR",0.2049
cty02050,"Bethel Census Area, AK",0.2001
cty02070,"Dillingham Census Area, AK",0.1996
cty28053,"Humphreys County, MS",0.1993
cty11001,"District of Columbia, DC",0.1982
cty01105,"Perry County, AL",0.1941
cty72107,"Orocovis Municipio, PR",0.1936
cty72027,"Camuy Municipio, PR",0.1901
cty24510,"Baltimore city, MD",0.19
cty45005,"Allendale County, SC",0.19
cty72059,"Guayanilla Municipio, PR",0.1893
cty72115,"Quebradillas Municipio, PR",0.1872
cty02180,"Nome Census Area, AK",0.187
cty22035,"East Carroll Parish, LA",0.1844
cty01119,"Sumter County, AL",0.1811
cty72007,"Aguas Buenas Municipio, PR",0.1792
cty28063,"Jefferson County, MS",0.1767
cty02060,"Bristol Bay Borough, AK",0.175
cty01085,"Lowndes County, AL",0.1741
cty46102,"Oglala Lakota County, SD",0.1734
cty01063,"Greene County, AL",0.1728
cty72151,"Yabucoa Municipio, PR",0.1727
cty72141,"Utuado Municipio, PR",0.1722
cty28021,"Claiborne County, MS",0.172
cty72015,"Arroyo Municipio, PR",0.171
cty51730,"Petersburg city, VA",0.171
cty72131,"San Sebastian Municipio, PR",0.1709
cty72009,"Aibonito Municipio, PR",0.1682
cty13141,"Hancock County, GA",0.1674
cty02188,"Northwest Arctic Borough, AK",0.1646
cty01011,"Bullock County, AL",0.1593
cty01087,"Macon County, AL",0.1568
cty72145,"Vega Baja Municipio, PR",0.1558
cty72003,"Aguada Municipio, PR",0.1547
cty72091,"Manati Municipio, PR",0.1521
cty72143,"Vega Alta Municipio, PR",0.1514
cty02164,"Lake and Peninsula Borough, AK",0.1504
cty72039,"Ciales Municipio, PR",0.1475
cty28143,"Tunica County, MS",0.1425
cty72077,"Juncos Municipio, PR",0.1355
cty72045,"Comerio Municipio, PR",0.133
cty72105,"Naranjito Municipio, PR",0.1283
cty02158,"Kusilvak Census Area, AK",0.1203
cty72121,"Sabana Grande Municipio, PR",0.1089
cty72087,"Loiza Municipio, PR",0.1065
cty72103,"Naguabo Municipio, PR",0.0955
cty72095,"Maunabo Municipio, PR",0.0518
cty48269,"King County, TX",
cty72054,"Florida Municipio, PR",
cty72147,"Vieques Municipio, PR",
cty72083,"Las Marias Municipio, PR",
cty72017,"Barceloneta Municipio, PR",
cty15005,"Kalawao County, HI",
cty30069,"Petroleum County, MT",
cty48301,"Loving County, TX",
cty31005,"Arthur County, NE",
cty72067,"Hormigueros Municipio, PR",
cty72049,"Culebra Municipio, PR",
cty72093,"Maricao Municipio, PR",
